date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:37:23	33901/33901	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202025%2013:37:22%20GMT	https://offer.wuzutech.com/wuzutech/herzp1smartring/en/us/pre4?oidsm=151&affidsm=39&source_id=342&oid=686&affid=342	/Users/pauldurko/Desktop/ringAdvertorial/offer.wuzutech.com/wuzutech/herzp1smartring/en/us/pre4ea3e.html	(from )
09:37:24	1318/1318	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2018%20May%202025%2013:37:23%20GMT	https://offer.wuzutech.com/robots.txt		(from )
09:37:24	2355/2355	---M--	200	added ('OK')	image/png	etag:%22701e0f49408c31db46e9e669de95d622-ssl%22	https://offer.wuzutech.com/wuzutech/herzp1smartring/en/us/images/favicon.png	/Users/pauldurko/Desktop/ringAdvertorial/offer.wuzutech.com/wuzutech/herzp1smartring/en/us/images/favicon.png	(from https://offer.wuzutech.com/wuzutech/herzp1smartring/en/us/pre4?oidsm=151&affidsm=39&source_id=342&oid=686&affid=342)
09:37:25	2189/2189	---MCZ	200	added ('OK')	text/css	etag:W/%2266049e45499888e8f0b28ce16a81bef2-ssl-df%22	https://offer.wuzutech.com/wuzutech/herzp1smartring/en/us/css/reset.css	/Users/pauldurko/Desktop/ringAdvertorial/offer.wuzutech.com/wuzutech/herzp1smartring/en/us/css/reset.css	(from https://offer.wuzutech.com/wuzutech/herzp1smartring/en/us/pre4?oidsm=151&affidsm=39&source_id=342&oid=686&affid=342)
09:37:27	8097/8097	---MCZ	200	added ('OK')	text/css	etag:W/%22008a8466a551397e33bdb87280436196-ssl-df%22	https://offer.wuzutech.com/wuzutech/herzp1smartring/en/us/css/presell.css	/Users/pauldurko/Desktop/ringAdvertorial/offer.wuzutech.com/wuzutech/herzp1smartring/en/us/css/presell.css	(from https://offer.wuzutech.com/wuzutech/herzp1smartring/en/us/pre4?oidsm=151&affidsm=39&source_id=342&oid=686&affid=342)
09:37:27	3449/3449	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2018%20May%202025%2013:37:27%20GMT	https://offer.wuzutech.com/wuzutech/herzp1smartring/en/us/GET	/Users/pauldurko/Desktop/ringAdvertorial/offer.wuzutech.com/wuzutech/herzp1smartring/en/us/GET	(from https://offer.wuzutech.com/wuzutech/herzp1smartring/en/us/pre4?oidsm=151&affidsm=39&source_id=342&oid=686&affid=342)
09:37:28	5060/5060	---M--	200	added ('OK')	image/jpeg	etag:%22a932684212e536af277e47c8e1d7fcaf-ssl%22	https://offer.wuzutech.com/wuzutech/herzp1smartring/en/us/images/us-flag.jpg	/Users/pauldurko/Desktop/ringAdvertorial/offer.wuzutech.com/wuzutech/herzp1smartring/en/us/images/us-flag.jpg	(from https://offer.wuzutech.com/wuzutech/herzp1smartring/en/us/pre4?oidsm=151&affidsm=39&source_id=342&oid=686&affid=342)
09:37:29	2593/2593	---M--	200	added ('OK')	image/jpeg	etag:%220f03b2ef8c630af87c5dbebea6f6b127-ssl%22	https://offer.wuzutech.com/wuzutech/herzp1smartring/en/us/images/James-Peterson.jpg	/Users/pauldurko/Desktop/ringAdvertorial/offer.wuzutech.com/wuzutech/herzp1smartring/en/us/images/James-Peterson.jpg	(from https://offer.wuzutech.com/wuzutech/herzp1smartring/en/us/pre4?oidsm=151&affidsm=39&source_id=342&oid=686&affid=342)
09:37:31	4552/4552	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226570b8637ae885b1d12ebb46a2f4bce4-ssl-df%22	https://offer.wuzutech.com/wuzutech/herzp1smartring/en/us/images/4,5-stars.svg	/Users/pauldurko/Desktop/ringAdvertorial/offer.wuzutech.com/wuzutech/herzp1smartring/en/us/images/4,5-stars.svg	(from https://offer.wuzutech.com/wuzutech/herzp1smartring/en/us/pre4?oidsm=151&affidsm=39&source_id=342&oid=686&affid=342)
09:37:33	69836/69836	---M--	200	added ('OK')	image/jpeg	etag:%2200f1bc576c50949ddc8f847cb40f2ba1-ssl%22	https://offer.wuzutech.com/wuzutech/herzp1smartring/en/us/images/article-img-1.jpg	/Users/pauldurko/Desktop/ringAdvertorial/offer.wuzutech.com/wuzutech/herzp1smartring/en/us/images/article-img-1.jpg	(from https://offer.wuzutech.com/wuzutech/herzp1smartring/en/us/pre4?oidsm=151&affidsm=39&source_id=342&oid=686&affid=342)
09:37:34	20001/20001	---M--	200	added ('OK')	image/jpeg	etag:%22bcb1fdd0c2e3c38bcf45471926742845-ssl%22	https://offer.wuzutech.com/wuzutech/herzp1smartring/en/us/images/article-img-3.jpg	/Users/pauldurko/Desktop/ringAdvertorial/offer.wuzutech.com/wuzutech/herzp1smartring/en/us/images/article-img-3.jpg	(from https://offer.wuzutech.com/wuzutech/herzp1smartring/en/us/pre4?oidsm=151&affidsm=39&source_id=342&oid=686&affid=342)
